rank_name	truth_sample	model	snv	level_4	bin	min_score	max_score	n_alleles	tp	fp	fn	cum_alleles	cum_tp	cum_fp	cum_fn	cum_tn	precision	recall	data_type
global_rank	NA12878	RF	False	215	54.0	0.6927369414617971	0.6974689948108852	6	6	0	0	2098	1954	23	480	392	0.9883662114314619	0.8027937551355793	exomes
global_rank	NA12878	RF	False	219	55.0	0.6857846390517282	0.6907283217191702	9	9	0	0	2107	1963	23	471	392	0.9884189325276939	0.8064913722267871	exomes
global_rank	NA12878	RF	False	223	56.0	0.6804494817430203	0.6845963643428322	16	14	0	2	2123	1977	23	457	392	0.9885	0.8122432210353328	exomes
global_rank	NA12878	RF	False	227	57.0	0.675030032226764	0.6777816257403226	5	5	0	0	2128	1982	23	452	392	0.9885286783042394	0.8142974527526705	exomes
global_rank	NA12878	RF	False	231	58.0	0.6630086432909418	0.6696742139831977	6	3	0	3	2134	1985	23	449	392	0.9885458167330677	0.8155299917830732	exomes
global_rank	NA12878	RF	False	235	59.0	0.6521270266092215	0.6609453159722256	9	8	0	1	2143	1993	23	441	392	0.9885912698412699	0.8188167625308135	exomes
global_rank	NA12878	RF	False	239	60.0	0.6417302707567947	0.6505780616013749	9	8	1	0	2152	2001	24	433	391	0.9881481481481481	0.8221035332785538	exomes
global_rank	NA12878	RF	False	243	61.0	0.6255464971206854	0.6383497570681385	6	4	0	2	2158	2005	24	429	391	0.988171513060621	0.823746918652424	exomes
global_rank	NA12878	RF	False	247	62.0	0.6043226679871769	0.6187034535320985	5	4	0	1	2163	2009	24	425	391	0.9881947860304968	0.8253903040262942	exomes
global_rank	NA12878	RF	False	251	63.0	0.5750314110140071	0.600720453883138	12	11	1	0	2175	2020	25	414	390	0.9877750611246944	0.8299096138044372	exomes
global_rank	NA12878	RF	False	255	64.0	0.5501078495186251	0.5740837249467916	9	7	1	1	2184	2027	26	407	389	0.9873356064296152	0.8327855382087099	exomes
global_rank	NA12878	RF	False	259	65.0	0.5207284812412483	0.5472684700503976	34	33	0	1	2218	2060	26	374	389	0.987535953978907	0.8463434675431388	exomes
global_rank	NA12878	RF	False	263	66.0	0.4929158217648072	0.5199685758003827	33	29	1	3	2251	2089	27	345	388	0.9872400756143668	0.8582580115036976	exomes
global_rank	NA12878	RF	False	267	67.0	0.4717480703149488	0.4911735291568212	17	15	0	2	2268	2104	27	330	388	0.987329892069451	0.8644207066557108	exomes
global_rank	NA12878	RF	False	271	68.0	0.4522019733911756	0.4686876960271681	8	8	0	0	2276	2112	27	322	388	0.9873772791023843	0.8677074774034511	exomes
global_rank	NA12878	RF	False	275	69.0	0.4319309755302595	0.4507033714177813	20	18	1	1	2296	2130	28	304	387	0.9870250231696015	0.8751027115858668	exomes
global_rank	NA12878	RF	False	279	70.0	0.4166867291576958	0.42758579226869076	9	6	2	1	2305	2136	30	298	385	0.9861495844875346	0.8775677896466721	exomes
global_rank	NA12878	RF	False	283	71.0	0.3922220428292169	0.40751478966027865	14	10	2	2	2319	2146	32	288	383	0.9853076216712581	0.8816762530813476	exomes
global_rank	NA12878	RF	False	287	72.0	0.3697120206694883	0.3850016057116962	12	9	0	3	2331	2155	32	279	383	0.9853680841335163	0.8853738701725554	exomes
global_rank	NA12878	RF	False	291	73.0	0.35451450277293484	0.3639695116506856	5	2	1	2	2336	2157	33	277	382	0.9849315068493151	0.8861955628594905	exomes
global_rank	NA12878	RF	False	295	74.0	0.3201783659428849	0.34032264301420484	12	5	5	2	2348	2162	38	272	377	0.9827272727272728	0.8882497945768283	exomes
global_rank	NA12878	RF	False	299	75.0	0.3029988891435851	0.31627969686907526	8	3	4	1	2356	2165	42	269	373	0.980969642048029	0.889482333607231	exomes
global_rank	NA12878	RF	False	303	76.0	0.27728545533570087	0.3001740488569917	14	5	5	4	2370	2170	47	264	368	0.9788001804239964	0.8915365653245686	exomes
global_rank	NA12878	RF	False	307	77.0	0.25007371777065396	0.2722605040885598	15	5	10	0	2385	2175	57	259	358	0.9744623655913979	0.8935907970419064	exomes
global_rank	NA12878	RF	False	311	78.0	0.2305371160907118	0.24849966901827963	25	6	19	0	2410	2181	76	253	339	0.9663269827204254	0.8960558751027116	exomes
global_rank	NA12878	RF	False	315	79.0	0.20657127737508146	0.22871786456506069	17	1	15	1	2427	2182	91	252	324	0.9599648042234932	0.8964667214461791	exomes
global_rank	NA12878	RF	False	319	80.0	0.183742667553594	0.20072754676709587	9	1	8	0	2436	2183	99	251	316	0.9566170026292725	0.8968775677896467	exomes
global_rank	NA12878	RF	False	323	81.0	0.16232045041768722	0.18177759008988195	29	1	28	0	2465	2184	127	250	288	0.9450454348766768	0.8972884141331142	exomes
global_rank	NA12878	RF	False	327	82.0	0.15433218816591332	0.1621355514640851	85	0	85	0	2550	2184	212	250	203	0.9115191986644408	0.8972884141331142	exomes
global_rank	NA12878	RF	False	330	83.0	0.14326166583229485	0.15427455836096832	49	4	45	0	2599	2188	257	246	158	0.8948875255623722	0.8989317995069844	exomes
global_rank	NA12878	RF	False	334	84.0	0.13048469451910485	0.14220923788878678	45	0	45	0	2644	2188	302	246	113	0.878714859437751	0.8989317995069844	exomes
global_rank	NA12878	RF	False	337	85.0	0.12165563476500779	0.12802114867158773	27	0	27	0	2671	2188	329	246	86	0.8692888359157728	0.8989317995069844	exomes
global_rank	NA12878	RF	False	341	86.0	0.11144072141014869	0.11802010890426436	15	0	15	0	2686	2188	344	246	71	0.8641390205371248	0.8989317995069844	exomes
global_rank	NA12878	RF	False	344	87.0	0.10565854248786691	0.1092933422552457	18	0	18	0	2704	2188	362	246	53	0.8580392156862745	0.8989317995069844	exomes
global_rank	NA12878	RF	False	348	88.0	0.10011728433484413	0.10479535511994487	20	0	20	0	2724	2188	382	246	33	0.8513618677042801	0.8989317995069844	exomes
global_rank	NA12878	RF	False	352	89.0	0.08975564376933988	0.09347325442345225	3	0	3	0	2727	2188	385	246	30	0.8503692188107268	0.8989317995069844	exomes
global_rank	NA12878	RF	False	356	90.0	0.08513232834572143	0.08643576474354364	2	0	2	0	2729	2188	387	246	28	0.8497087378640776	0.8989317995069844	exomes
global_rank	NA12878	RF	False	359	91.0	0.07015619202812373	0.07617627685563151	3	0	3	0	2732	2188	390	246	25	0.8487199379363848	0.8989317995069844	exomes
global_rank	NA12878	RF	False	363	92.0	0.05838764370464184	0.0668701037839364	3	0	3	0	2735	2188	393	246	22	0.8477334366524603	0.8989317995069844	exomes
global_rank	NA12878	RF	False	366	93.0	0.051260327722194014	0.05737125802534152	7	0	7	0	2742	2188	400	246	15	0.8454404945904173	0.8989317995069844	exomes
global_rank	NA12878	RF	False	370	94.0	0.04180114383390508	0.04743124625923323	6	0	6	0	2748	2188	406	246	9	0.843484965304549	0.8989317995069844	exomes
global_rank	NA12878	RF	False	374	95.0	0.03627802888199426	0.03630730222214464	2	0	2	0	2750	2188	408	246	7	0.8428351309707242	0.8989317995069844	exomes
global_rank	NA12878	RF	False	377	96.0	0.03362270376468276	0.03533064867933474	4	0	4	0	2754	2188	412	246	3	0.8415384615384616	0.8989317995069844	exomes
global_rank	NA12878	RF	False	383	98.0	0.024927281774009356	0.027139044713818648	3	0	3	0	2757	2188	415	246	0	0.8405685747214752	0.8989317995069844	exomes
global_rank	NA12878	RF	False	389	-1.0	-1.0	-1.0	92	0	0	92	2849	2188	415	246	0	0.8405685747214752	0.8989317995069844	exomes
global_rank	NA12878	RF	True	393	0.0	0.940326909875765	0.940326909875765	12414	12326	0	88	12414	12326	0	26048	339	1.0	0.321207067285141	exomes
global_rank	NA12878	RF	True	397	1.0	0.9395401180862586	0.940326909875765	1156	1133	0	23	13570	13459	0	24915	339	1.0	0.3507322666388701	exomes
global_rank	NA12878	RF	True	401	2.0	0.9393634327490663	0.9395401180862586	528	525	0	3	14098	13984	0	24390	339	1.0	0.3644134049095742	exomes
global_rank	NA12878	RF	True	405	3.0	0.9388581575192725	0.9393634327490663	3606	3598	0	8	17704	17582	0	20792	339	1.0	0.45817480585813314	exomes
global_rank	NA12878	RF	True	409	4.0	0.9374117055303784	0.9388581575192725	131	128	0	3	17835	17710	0	20664	339	1.0	0.4615103976650857	exomes
global_rank	NA12878	RF	True	413	5.0	0.9359289229606387	0.9370704844796455	242	236	0	6	18077	17946	0	20428	339	1.0	0.46766039505915463	exomes
global_rank	NA12878	RF	True	417	6.0	0.934331965471451	0.9359289229606387	141	130	0	11	18218	18076	0	20298	339	1.0	0.4710481054880909	exomes
global_rank	NA12878	RF	True	421	7.0	0.9321719802867373	0.934092490892639	139	134	0	5	18357	18210	0	20164	339	1.0	0.4745400531609944	exomes
global_rank	NA12878	RF	True	425	8.0	0.9314429656249819	0.931852960191349	45	40	1	4	18402	18250	1	20124	338	0.9999452084817271	0.4755824256006671	exomes
global_rank	NA12878	RF	True	429	9.0	0.9297367653476872	0.9311872810237413	12	10	0	2	18414	18260	1	20114	338	0.9999452384863917	0.4758430187105853	exomes
global_rank	NA12878	RF	True	433	10.0	0.9282197755617577	0.9294749021771662	65	63	0	2	18479	18323	1	20051	338	0.9999454267627156	0.4774847553030698	exomes
global_rank	NA12878	RF	True	437	11.0	0.9264294232688725	0.9274199866805862	139	137	1	1	18618	18460	2	19914	337	0.9998916693749323	0.48105488090894877	exomes
global_rank	NA12878	RF	True	441	12.0	0.9246641508428851	0.9256748570719017	6367	6290	0	77	24985	24750	2	13624	337	0.9999191984486102	0.6449679470474801	exomes
global_rank	NA12878	RF	True	445	13.0	0.923196740432898	0.9246006189614459	2619	2573	0	46	27604	27323	2	11051	337	0.9999268069533395	0.7120185542294262	exomes
global_rank	NA12878	RF	True	449	14.0	0.9200578393171076	0.923168307343855	92	88	0	4	27696	27411	2	10963	337	0.9999270419144202	0.7143117735967061	exomes
global_rank	NA12878	RF	True	453	15.0	0.9167717722468406	0.9191790550491623	1927	1907	0	20	29623	29318	2	9056	337	0.9999317871759891	0.7640068796581019	exomes
global_rank	NA12878	RF	True	457	16.0	0.9113332661569825	0.9166262741316343	920	854	0	66	30543	30172	2	8202	337	0.9999337177702657	0.7862615312451139	exomes
global_rank	NA12878	RF	True	461	17.0	0.9066475624259768	0.9113332661569825	597	469	0	128	31140	30641	2	7733	337	0.9999347322390105	0.7984833481002762	exomes
global_rank	NA12878	RF	True	465	18.0	0.9025172758025951	0.9064970800449058	1397	1384	2	11	32537	32025	4	6349	335	0.9998751131786818	0.8345494345129515	exomes
global_rank	NA12878	RF	True	469	19.0	0.8976598203943466	0.9024125083783043	911	867	0	44	33448	32892	4	5482	335	0.9998784046692607	0.8571428571428571	exomes
global_rank	NA12878	RF	True	473	20.0	0.8860019207275962	0.8971935996235294	310	299	0	11	33758	33191	4	5183	335	0.9998794999246875	0.8649345911294105	exomes
global_rank	NA12878	RF	True	477	21.0	0.8774697696124741	0.8860019207275962	434	418	0	16	34192	33609	4	4765	335	0.9998809984232291	0.8758273831239902	exomes
global_rank	NA12878	RF	True	481	22.0	0.8728822521677381	0.8772239100173626	123	119	0	4	34315	33728	4	4646	335	0.999881418237875	0.8789284411320165	exomes
global_rank	NA12878	RF	True	485	23.0	0.8708496590019882	0.8727814567738787	177	172	0	5	34492	33900	4	4474	335	0.9998820198206702	0.883410642622609	exomes
global_rank	NA12878	RF	True	489	24.0	0.8686603267061266	0.8707228452553336	62	59	0	3	34554	33959	4	4415	335	0.9998822247740188	0.8849481419711263	exomes
global_rank	NA12878	RF	True	493	25.0	0.8670129632172343	0.8685675120962616	170	166	0	4	34724	34125	4	4249	335	0.9998827976207917	0.8892739875957679	exomes
global_rank	NA12878	RF	True	497	26.0	0.8657201323947327	0.8669186076646823	231	229	0	2	34955	34354	4	4020	335	0.9998835787880552	0.8952415698128942	exomes
global_rank	NA12878	RF	True	501	27.0	0.8640552574099686	0.8656949435934119	42	41	0	1	34997	34395	4	3979	335	0.9998837175499288	0.8963100015635587	exomes
global_rank	NA12878	RF	True	505	28.0	0.8625355220735323	0.863843263357738	299	294	0	5	35296	34689	4	3685	335	0.9998847029660162	0.903971438995153	exomes
global_rank	NA12878	RF	True	509	29.0	0.8603425301796809	0.8624932644117593	75	74	0	1	35371	34763	4	3611	335	0.9998849483705813	0.9058998280085474	exomes
global_rank	NA12878	RF	True	513	30.0	0.8580852730428525	0.8602960601356202	92	90	0	2	35463	34853	4	3521	335	0.9998852454313337	0.908245165997811	exomes
global_rank	NA12878	RF	True	517	31.0	0.8553837790888831	0.8580528390365781	377	368	0	9	35840	35221	4	3153	335	0.9998864442867281	0.9178349924427998	exomes
global_rank	NA12878	RF	True	521	32.0	0.8534062891805315	0.8552895174492354	60	58	0	2	35900	35279	4	3095	335	0.9998866309554176	0.9193464324803252	exomes
global_rank	NA12878	RF	True	525	33.0	0.851345467577701	0.8532141627409056	108	106	0	2	36008	35385	4	2989	335	0.999886970527565	0.9221087194454579	exomes
global_rank	NA12878	RF	True	529	34.0	0.8490444791895527	0.8511405379100642	54	53	0	1	36062	35438	4	2936	335	0.999887139551944	0.9234898629280242	exomes
global_rank	NA12878	RF	True	533	35.0	0.8469001027249926	0.8489215121778043	53	51	0	2	36115	35489	4	2885	335	0.9998873017214662	0.9248188877886069	exomes
global_rank	NA12878	RF	True	537	36.0	0.8434185236999582	0.8468490680338431	104	96	0	8	36219	35585	4	2789	335	0.9998876057208688	0.9273205816438214	exomes
global_rank	NA12878	RF	True	541	37.0	0.838695725683833	0.8428952215587417	208	203	0	5	36427	35788	4	2586	335	0.9998882431828342	0.9326106217751603	exomes
global_rank	NA12878	RF	True	545	38.0	0.835048707099408	0.8386138657063256	168	164	0	4	36595	35952	4	2422	335	0.9998887529202358	0.9368843487778183	exomes
global_rank	NA12878	RF	True	549	39.0	0.8316740877879453	0.8348143134449484	91	82	2	7	36686	36034	6	2340	333	0.9998335183129856	0.9390212122791474	exomes
global_rank	NA12878	RF	True	553	40.0	0.8286895345339564	0.8313826054282036	60	55	0	5	36746	36089	6	2285	333	0.9998337719905804	0.9404544743836973	exomes
global_rank	NA12878	RF	True	557	41.0	0.8257464552137123	0.8285681149953291	65	59	0	6	36811	36148	6	2226	333	0.9998340432593904	0.9419919737322145	exomes
global_rank	NA12878	RF	True	561	42.0	0.8224030096762346	0.8256565399404522	158	127	0	31	36969	36275	6	2099	333	0.9998346241834569	0.9453015062281753	exomes
global_rank	NA12878	RF	True	565	43.0	0.8194229965369867	0.8223544903524868	61	59	1	1	37030	36334	7	2040	332	0.9998073800941086	0.9468390055766925	exomes
global_rank	NA12878	RF	True	569	44.0	0.8160001920233154	0.8193479011652605	99	91	1	7	37129	36425	8	1949	331	0.9997804188510416	0.9492104028769479	exomes
global_rank	NA12878	RF	True	573	45.0	0.8122801323239254	0.8158411355382083	55	49	0	6	37184	36474	8	1900	331	0.999780713776657	0.950487309115547	exomes
global_rank	NA12878	RF	True	577	46.0	0.8081767000323323	0.8121065436912716	101	72	0	29	37285	36546	8	1828	331	0.9997811457022487	0.9523635795069578	exomes
global_rank	NA12878	RF	True	581	47.0	0.8039694354823428	0.8079396893235344	105	103	0	2	37390	36649	8	1725	331	0.9997817606459884	0.955047688539115	exomes
global_rank	NA12878	RF	True	585	48.0	0.7998483187375126	0.8038891937199403	57	50	1	6	37447	36699	9	1675	330	0.9997548218372017	0.9563506540887059	exomes
global_rank	NA12878	RF	True	589	49.0	0.7956589142966305	0.7998381472898382	50	47	0	3	37497	36746	9	1628	330	0.9997551353557339	0.9575754417053213	exomes
global_rank	NA12878	RF	True	593	50.0	0.7910632060043697	0.7956116311464976	51	48	1	2	37548	36794	10	1580	329	0.9997282904032171	0.9588262886329285	exomes
global_rank	NA12878	RF	True	597	51.0	0.7864170300171239	0.790585481828881	34	33	0	1	37582	36827	10	1547	329	0.9997285338111138	0.9596862458956585	exomes
global_rank	NA12878	RF	True	601	52.0	0.7823753883944519	0.7862878122418462	28	25	0	3	37610	36852	10	1522	329	0.9997287179208941	0.960337728670454	exomes
global_rank	NA12878	RF	True	604	53.0	0.7783895713567687	0.7820452767436187	25	20	2	3	37635	36872	12	1502	327	0.9996746556772584	0.9608589148902903	exomes
global_rank	NA12878	RF	True	608	54.0	0.7741834831608301	0.7778598145285442	22	22	0	0	37657	36894	12	1480	327	0.9996748496179483	0.9614322197321102	exomes
global_rank	NA12878	RF	True	611	55.0	0.7690810602586554	0.7731998016888689	25	24	0	1	37682	36918	12	1456	327	0.9996750609260764	0.9620576431959139	exomes
global_rank	NA12878	RF	True	615	56.0	0.7637290782646439	0.7686633588803545	21	18	2	1	37703	36936	14	1438	325	0.9996211096075778	0.9625267107937666	exomes
global_rank	NA12878	RF	True	618	57.0	0.7585540311094766	0.7636210192851054	22	21	0	1	37725	36957	14	1417	325	0.9996213248221579	0.9630739563245948	exomes
global_rank	NA12878	RF	True	622	58.0	0.7521317170046011	0.7579227227487361	25	22	1	2	37750	36979	15	1395	324	0.999594528842515	0.9636472611664147	exomes
global_rank	NA12878	RF	True	626	59.0	0.7443369093433723	0.7515530822659072	19	15	0	4	37769	36994	15	1380	324	0.9995946931827393	0.9640381508312921	exomes
global_rank	NA12878	RF	True	630	60.0	0.7371091909734588	0.7441062412585776	13	12	0	1	37782	37006	15	1368	324	0.999594824559034	0.9643508625631938	exomes
global_rank	NA12878	RF	True	634	61.0	0.7294730933569218	0.7363226931143945	26	22	0	4	37808	37028	15	1346	324	0.9995950651945037	0.9649241674050139	exomes
global_rank	NA12878	RF	True	638	62.0	0.7216855605241297	0.7287320109717481	11	11	0	0	37819	37039	15	1335	324	0.9995951854050845	0.9652108198259238	exomes
global_rank	NA12878	RF	True	642	63.0	0.7109656436926207	0.7207055572852512	8	8	0	0	37827	37047	15	1327	324	0.9995952727861421	0.9654192943138583	exomes
global_rank	NA12878	RF	True	645	64.0	0.7028852855829835	0.7097316569486957	9	7	0	2	37836	37054	15	1320	324	0.9995953492136287	0.965601709490801	exomes
global_rank	NA12878	RF	True	649	65.0	0.6908645539907915	0.7011415666936396	13	11	1	1	37849	37065	16	1309	323	0.999568512176047	0.965888361911711	exomes
global_rank	NA12878	RF	True	653	66.0	0.6776582663273053	0.6888427264033136	10	8	1	1	37859	37073	17	1301	322	0.9995416554327312	0.9660968363996456	exomes
global_rank	NA12878	RF	True	657	67.0	0.6664835890584812	0.6766411078023006	42	42	0	0	37901	37115	17	1259	322	0.999542173866207	0.9671913274613019	exomes
global_rank	NA12878	RF	True	661	68.0	0.6500203230005238	0.6638537082601076	12	11	1	0	37913	37126	18	1248	321	0.9995153995261684	0.967477979882212	exomes
global_rank	NA12878	RF	True	665	69.0	0.623152158516693	0.6473400667396451	14	9	0	5	37927	37135	18	1239	321	0.9995155169165343	0.9677125136811383	exomes
global_rank	NA12878	RF	True	669	70.0	0.5903237670170691	0.6204004504136669	36	27	0	9	37963	37162	18	1212	321	0.999515868746638	0.9684161150779174	exomes
global_rank	NA12878	RF	True	673	71.0	0.5687200713439434	0.5840393542137824	36	34	0	2	37999	37196	18	1178	321	0.9995163110657279	0.9693021316516391	exomes
